,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1852,1852,10746,Secret Agent Clank,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.0,,0.14,0.04,0.04,0.04,0.02,2008,1,,7.0
1855,1855,11101,Summon Night: Twin Age,Role-Playing,E10,DS,Atlus,Flight-Plan,7.3,,0.13,0.07,,0.05,0.01,2008,1,,7.3
1856,1856,2450,Apollo Justice: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.0,,0.99,0.28,0.05,0.64,0.03,2008,1,7.9,7.95
1857,1857,3037,The World Ends With You,Role-Playing,T,DS,Square Enix,Square Enix,8.6,,0.78,0.49,0.04,0.21,0.04,2008,1,9.3,8.95
1860,1860,3650,Lost Planet: Extreme Condition,Shooter,T,PS3,Capcom,Capcom,6.3,,0.64,0.31,0.17,0.07,0.08,2008,1,,6.3
1861,1861,2923,Shin Megami Tensei: Persona 4,Role-Playing,M,PS2,Atlus,Atlus,9.2,,0.82,0.34,0.04,0.36,0.08,2008,1,9.3,9.25
1866,1866,3592,007: Quantum of Solace,Shooter,T,Wii,Activision,Beenox,5.6,,0.65,0.29,0.28,0.01,0.07,2008,1,6.4,6.0
1867,1867,10828,Metal Slug 7,Shooter,T,DS,Ignition Entertainment,SNK Playmore Corporation,6.9,,0.14,0.12,0.0,0.01,0.01,2008,1,,6.9
1868,1868,10288,Space Invaders Extreme,Shooter,E,DS,Square Enix,Taito Corporation,8.3,,0.15,0.12,0.01,0.01,0.01,2008,1,8.6,8.45
1869,1869,2988,PES 2009: Pro Evolution Soccer,Sports,E,PSP,Konami,Konami,7.3,,0.8,0.04,0.33,0.26,0.17,2008,1,,7.3
1871,1871,3505,Final Fantasy Crystal Chronicles: Ring of Fates,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,,0.66,0.22,0.01,0.42,0.02,2008,1,,7.7
1872,1872,3562,Shaun White Snowboarding,Sports,T,PS3,Ubisoft,Ubisoft Montreal,6.0,,0.66,0.31,0.24,0.01,0.1,2008,1,7.0,6.5
1873,1873,3044,Sid Meier's Civilization Revolution,Strategy,E10,PS3,2K Games,Firaxis Games,8.4,,0.78,0.49,0.19,0.01,0.09,2008,1,8.7,8.55
1875,1875,3054,Need for Speed: ProStreet,Racing,E,PSP,Electronic Arts,EA Black Box,5.6,,0.78,0.24,0.33,0.01,0.19,2008,1,,5.6
1876,1876,3607,Star Ocean: First Departure,Role-Playing,T,PSP,Square Enix,TOSE Software,7.5,,0.65,0.2,0.14,0.22,0.09,2008,1,,7.5
1878,1878,2919,Patapon,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,,0.82,0.33,0.25,0.07,0.17,2008,1,8.5,8.6
1879,1879,2340,Sonic Unleashed,Platform,E10,PS3,Sega,Sonic Team,5.3,,1.03,0.56,0.32,0.01,0.14,2008,1,,5.3
1880,1880,4192,Disgaea 3: Absence of Justice,Role-Playing,T,PS3,NIS America,Nippon Ichi Software,7.8,,0.55,0.36,0.03,0.11,0.05,2008,1,8.2,8.0
1882,1882,2770,GRID,Racing,E,X360,Codemasters,Codemasters,8.7,,0.87,0.33,0.44,0.01,0.09,2008,1,9.3,9.0
1883,1883,2780,Mercenaries 2: World in Flames,Shooter,T,PS3,Electronic Arts,Pandemic Studios,6.0,,0.87,0.29,0.4,0.02,0.16,2008,1,,6.0
1884,1884,2378,Prince of Persia,Adventure,T,X360,Ubisoft,Ubisoft Montreal,8.2,6.0,1.01,0.54,0.34,0.02,0.1,2008,1,8.4,7.533333333333334
1889,1889,2824,Dragon Ball Z: Burst Limit,Fighting,T,PS3,Atari,Dimps Corporation,7.3,,0.85,0.22,0.34,0.18,0.12,2008,1,,7.3
1894,1894,3695,Shin Megami Tensei: Persona 3 FES,Role-Playing,M,PS2,Atlus,Atlus,8.7,,0.63,0.22,0.2,0.16,0.05,2008,1,,8.7
1897,1897,2737,Sonic Chronicles: The Dark Brotherhood,Role-Playing,E,DS,Sega,BioWare Corp.,7.3,,0.88,0.5,0.29,0.01,0.08,2008,1,,7.3
1898,1898,1375,Pro Evolution Soccer 2008,Sports,E,PS3,Konami,Konami,7.1,,1.59,0.04,1.1,0.32,0.13,2008,1,,7.1
1913,1913,1056,FIFA Soccer 09,Sports,E,X360,Electronic Arts,EA Canada,8.7,,1.94,0.49,1.26,0.01,0.18,2008,1,,8.7
1917,1917,10095,Arcana Heart,Fighting,T,PS2,Atlus,Examu Inc.,8.1,,0.16,0.06,0.05,0.04,0.02,2008,1,,8.1
1918,1918,1047,Burnout Paradise,Racing,E10,PS3,Electronic Arts,Criterion Games,9.0,,1.95,1.01,0.63,0.02,0.28,2008,1,,9.0
1923,1923,9748,Bomberman Land,Misc,E,Wii,Hudson Soft,Hudson Soft,6.0,,0.17,0.11,0.02,0.03,0.01,2008,1,,6.0
1926,1926,10071,Time Hollow,Adventure,T,DS,Konami,Tenky,,,0.16,0.03,0.01,0.11,0.0,2008,1,7.4,7.4
1927,1927,973,Need for Speed: Undercover,Racing,T,PS3,Electronic Arts,EA Vancouver,5.9,,2.06,0.63,1.01,0.05,0.38,2008,1,6.0,5.95
1930,1930,12498,Opoona,Role-Playing,E10,Wii,KOEI,ArtePiazza,6.4,,0.1,0.08,0.0,0.01,0.01,2008,1,,6.4
1931,1931,933,PES 2009: Pro Evolution Soccer,Sports,E,PS3,Konami,Konami,7.7,,2.11,0.11,1.34,0.4,0.26,2008,1,,7.7
1932,1932,9824,Castlevania Judgment,Fighting,T,Wii,Konami,Konami / Eighting,4.6,7.5,0.16,0.12,0.02,0.01,0.01,2008,1,,6.05
1936,1936,245,Mario & Sonic at the Olympic Games,Sports,E,DS,Sega,Sega,7.0,,5.1,1.63,2.46,0.44,0.57,2008,1,,7.0
1937,1937,1381,Devil May Cry 4,Action,M,PS3,Capcom,Capcom,8.2,8.2,1.58,0.58,0.45,0.34,0.2,2008,1,,8.2
1938,1938,1371,Far Cry 2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.5,,1.59,0.72,0.69,0.02,0.18,2008,1,7.5,8.0
1939,1939,5889,Castlevania: Order of Ecclesia,Platform,T,DS,Konami,Konami,8.2,9.2,0.37,0.27,0.03,0.04,0.03,2008,1,8.3,8.566666666666666
1943,1943,1315,Army of Two,Shooter,M,X360,Electronic Arts,EA Montreal,6.7,,1.64,1.09,0.37,0.02,0.16,2008,1,,6.7
1948,1948,9968,Culdcept SAGA,Role-Playing,T,X360,Namco Bandai,OmiyaSoft,7.7,,0.16,0.12,,0.03,0.01,2008,1,,7.7
1953,1953,8615,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,E10,Wii,Square Enix,High Horse Entertainment,7.4,,0.21,0.09,0.0,0.11,0.01,2008,1,,7.4
1954,1954,1271,Saints Row 2,Action,M,PS3,THQ,Volition Inc.,7.9,,1.68,0.88,0.54,0.02,0.24,2008,1,,7.9
1955,1955,1281,We Ski,Sports,E,Wii,Namco Bandai,Bandai Namco Games,7.1,,1.68,0.97,0.41,0.14,0.15,2008,1,,7.1
1956,1956,1262,Need for Speed: Undercover,Racing,T,X360,Electronic Arts,EA Vancouver,6.3,,1.69,0.8,0.7,0.01,0.18,2008,1,6.0,6.15
1958,1958,263,Fallout 3,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.0,8.6,4.96,3.41,0.99,0.09,0.46,2008,1,8.2,8.6
1966,1966,8188,Valhalla Knights 2,Role-Playing,E10,PSP,Xseed Games,K2 LLC,5.0,,0.23,0.09,0.0,0.12,0.01,2008,1,,5.0
1967,1967,6556,Namco Museum: Virtual Arcade,Misc,E10,X360,Namco Bandai,Namco Bandai Games,7.0,,0.31,0.27,0.01,0.01,0.02,2008,1,,7.0
1971,1971,449,Left 4 Dead,Shooter,M,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9.0,3.52,2.66,0.49,0.05,0.31,2008,1,8.9,8.866666666666667
1975,1975,462,Guitar Hero: On Tour,Misc,E10,DS,Activision,Vicarious Visions,7.1,8.1,3.46,2.1,1.01,0.01,0.35,2008,1,,7.6
1990,1990,7408,Etrian Odyssey II: Heroes of Lagaard,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,8.4,,0.26,0.09,,0.16,0.01,2008,1,,8.4
1993,1993,541,Saints Row 2,Action,M,X360,THQ,Volition Inc.,7.9,,3.07,1.98,0.79,0.02,0.28,2008,1,,7.9
2001,2001,703,FIFA Soccer 09,Sports,E,PS3,Electronic Arts,EA Canada,8.6,,2.59,0.49,1.63,0.04,0.43,2008,1,,8.6
2002,2002,2235,Naruto: Ultimate Ninja Storm,Fighting,T,PS3,Namco Bandai,CyberConnect2,7.8,,1.07,0.49,0.34,0.09,0.15,2008,1,7.8,7.8
2008,2008,376,Fallout 3,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,8.8,,4.0,2.18,1.15,0.07,0.61,2008,1,8.2,8.5
2010,2010,6751,Dynasty Warriors 6,Action,T,X360,KOEI,Omega Force,6.2,,0.3,0.15,0.06,0.06,0.02,2008,1,,6.2
2019,2019,779,Midnight Club: Los Angeles,Racing,T,X360,Rockstar Games,Rockstar San Diego,8.0,,2.4,1.72,0.45,0.01,0.22,2008,1,,8.0
2021,2021,768,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.2,,2.42,1.56,0.61,0.02,0.23,2008,1,,8.2
2024,2024,752,Resistance 2,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,2.47,1.15,0.84,0.1,0.38,2008,1,8.7,8.633333333333333
2027,2027,725,Midnight Club: Los Angeles,Racing,T,PS3,Rockstar Games,Rockstar San Diego,8.3,,2.5,1.59,0.54,0.05,0.33,2008,1,,8.3
2030,2030,7174,Siren: Blood Curse,Action-Adventure,M,PS3,Sony Computer Entertainment,SCE Japan Studio,8.3,,0.28,,0.17,0.09,0.01,2008,1,,8.3
2031,2031,421,Pro Evolution Soccer 2008,Sports,E,PS2,Konami,Konami,8.2,,3.63,0.05,0.0,0.64,2.93,2008,1,,8.2
2037,2037,2012,Mirror's Edge,Platform,T,X360,Electronic Arts,EA Digital Illusions CE,7.6,,1.16,0.51,0.51,0.01,0.12,2008,1,8.3,7.95
2041,2041,73,Grand Theft Auto IV,Action,M,X360,Rockstar Games,Rockstar North,10.0,,11.09,6.8,3.11,0.14,1.04,2008,1,9.0,9.5
2042,2042,2001,Army of Two,Shooter,M,PS3,Electronic Arts,EA Montreal,7.4,6.9,1.17,0.74,0.26,0.02,0.15,2008,1,,7.15
2043,2043,79,Grand Theft Auto IV,Action,M,PS3,Rockstar Games,Rockstar North,10.0,9.0,10.57,4.79,3.73,0.44,1.62,2008,1,9.0,9.333333333333334
2059,2059,5124,Eternal Sonata,Role-Playing,T,PS3,Namco Bandai,Tri-Crescendo,8.3,,0.44,0.19,0.12,0.07,0.05,2008,1,7.5,7.9
2060,2060,9126,Armored Core: For Answer,Simulation,T,PS3,Ubisoft,From Software,6.1,,0.19,0.06,0.02,0.1,0.01,2008,1,6.8,6.449999999999998
2061,2061,1837,Tomb Raider: Underworld,Adventure,T,PS3,Eidos Interactive,Crystal Dynamics,7.8,,1.26,0.45,0.55,0.05,0.21,2008,1,,7.8
2062,2062,1840,SOCOM: U.S. Navy SEALs Confrontation,Shooter,M,PS3,Sony Computer Entertainment,Slant Six Games,6.3,,1.26,0.94,0.17,0.02,0.14,2008,1,,6.3
2064,2064,5043,Sid Meier's Civilization Revolution,Strategy,E10,DS,2K Games,Firaxis,8.2,7.6,0.45,0.37,0.03,0.02,0.03,2008,1,8.5,8.1
2068,2068,2223,Prince of Persia,Adventure,T,PS3,Ubisoft,Ubisoft Montreal,8.3,8.2,1.07,0.47,0.41,0.03,0.17,2008,1,8.4,8.3
2069,2069,2232,Tomb Raider: Underworld,Adventure,T,X360,Eidos Interactive,Crystal Dynamics,7.5,,1.07,0.53,0.42,0.01,0.11,2008,1,,7.5
2071,2071,11217,Baroque,Role-Playing,T,PS2,Atlus,Sting,,,0.13,0.05,0.04,0.02,0.01,2008,1,6.0,6.0
2075,2075,2191,Bully: Scholarship Edition,Action,T,X360,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,,1.09,0.53,0.42,0.03,0.11,2008,1,,8.1
2079,2079,4668,Dragon Ball Z: Burst Limit,Fighting,T,X360,Atari,Dimps Corporation,7.3,,0.49,0.24,0.18,0.03,0.05,2008,1,,7.3
2081,2081,4785,Unreal Tournament III,Shooter,M,X360,Midway Games,Epic Games,7.8,,0.47,0.25,0.17,0.01,0.05,2008,1,8.3,8.05
2084,2084,2166,GRID,Racing,E,PS3,Codemasters,Codemasters,8.6,,1.1,0.31,0.57,0.03,0.19,2008,1,9.3,8.95
2088,2088,2081,Mirror's Edge,Platform,T,PS3,Electronic Arts,EA Digital Illusions CE,7.7,8.2,1.13,0.31,0.59,0.02,0.21,2008,1,8.3,8.066666666666666
2089,2089,4715,Dark Sector,Shooter,M,X360,D3 Publisher,Digital Extremes,7.1,,0.48,0.22,0.2,0.01,0.05,2008,1,,7.1
2090,2090,2052,007: Quantum of Solace,Shooter,T,PS3,Activision,Treyarch,6.6,,1.14,0.43,0.51,0.02,0.19,2008,1,,6.6
2091,2091,2060,Hot Shots Golf: Out of Bounds,Sports,E,PS3,Sony Computer Entertainment,Clap Hanz,8.3,,1.14,0.31,0.03,0.76,0.04,2008,1,,8.3
2093,2093,4809,Viva Pinata: Trouble in Paradise,Simulation,E,X360,Microsoft Game Studios,Rare Ltd.,8.5,,0.47,0.16,0.25,0.01,0.05,2008,1,,8.5
2095,2095,4774,Dark Sector,Shooter,M,PS3,D3 Publisher,Digital Extremes,7.2,,0.47,0.23,0.16,0.01,0.07,2008,1,,7.2
2097,2097,10419,SNK Arcade Classics Vol. 1,Misc,T,PSP,SNK Playmore,Terminal Reality,6.7,,0.15,0.13,,0.01,0.01,2008,1,,6.7
2100,2100,1690,Burnout Paradise,Racing,E10,X360,Electronic Arts,Criterion,8.9,,1.35,0.63,0.57,0.01,0.14,2008,1,,8.9
2102,2102,1642,Far Cry 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.4,,1.38,0.43,0.69,0.01,0.26,2008,1,7.5,7.95
2107,2107,8787,Warriors Orochi,Action,T,PSP,KOEI,Omega Force / Koei Canada,6.4,,0.2,0.02,0.0,0.18,0.0,2008,1,,6.4
2113,2113,1699,FIFA Soccer 09,Sports,E,PSP,EA Sports,EA Canada,8.1,,1.35,0.23,0.73,0.02,0.37,2008,1,,8.1
2115,2115,1562,The House of the Dead 2 & 3 Return,Shooter,M,Wii,Sega,Sega,6.5,7.0,1.45,0.77,0.5,0.03,0.15,2008,1,,6.75
2116,2116,1546,Battlefield: Bad Company,Shooter,T,X360,Electronic Arts,EA Digital Illusions CE,8.6,,1.46,0.81,0.46,0.04,0.15,2008,1,,8.6
2117,2117,5593,NBA Live 09,Sports,E,PSP,Electronic Arts,EA Canada,6.1,,0.39,0.23,0.07,0.03,0.06,2008,1,,6.1
2119,2119,1518,007: Quantum of Solace,Shooter,T,X360,Activision,Treyarch,6.6,,1.48,0.82,0.51,0.01,0.14,2008,1,,6.6
2120,2120,180,Metal Gear Solid 4: Guns of the Patriots,Action,M,PS3,Konami,Kojima Productions,9.3,9.8,6.0,2.63,1.72,0.83,0.81,2008,1,9.5,9.533333333333333
2121,2121,184,LittleBigPlanet,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.4,9.2,5.85,2.8,2.01,0.17,0.87,2008,1,9.2,9.266666666666667
2125,2125,8538,Ninja Gaiden: Dragon Sword,Action,T,DS,Tecmo,Team Ninja,8.0,,0.21,0.16,0.01,0.02,0.02,2008,1,8.3,8.15
2128,2128,1564,BioShock,Shooter,M,PS3,2K Games,2K Boston / 2K Australia / 2K Marin,9.3,9.6,1.44,0.75,0.48,0.01,0.21,2008,1,9.3,9.4
2129,2129,1712,Battlefield: Bad Company,Shooter,T,PS3,Electronic Arts,EA Digital Illusions CE,8.6,,1.34,0.76,0.36,0.05,0.17,2008,1,,8.6
2131,2131,1704,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.2,,1.34,0.66,0.45,0.04,0.2,2008,1,,8.2
2136,2136,10411,Armored Core: For Answer,Simulation,T,X360,Ubisoft,From Software,6.5,,0.15,0.06,0.01,0.07,0.01,2008,1,,6.5
2137,2137,9271,Disgaea DS,Role-Playing,T,DS,NIS America,Nippon Ichi Software,8.0,,0.18,0.11,0.01,0.05,0.01,2008,1,,8.0
2141,2141,1705,Devil May Cry 4,Action,M,X360,Capcom,Capcom,8.5,,1.34,0.79,0.34,0.08,0.13,2008,1,,8.5
2142,2142,8746,Dark Messiah of Might and Magic Elements,Role-Playing,M,X360,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0,,0.2,0.16,0.02,0.01,0.02,2008,1,,5.0
2144,2144,459,Borderlands,Shooter,M,X360,2K Games,Gearbox Software,8.3,,3.48,2.43,0.72,0.03,0.3,2009,1,8.6,8.45
2145,2145,460,Mario & Sonic at the Olympic Winter Games,Sports,E,DS,Sega,Sega,7.6,,3.47,1.21,1.63,0.27,0.37,2009,1,,7.6
2148,2148,3196,The Godfather II,Adventure,M,PS3,Electronic Arts,EA Redwood Shores,6.4,,0.74,0.41,0.21,0.01,0.1,2009,1,8.2,7.3
2152,2152,340,Street Fighter IV,Fighting,T,PS3,Capcom,Capcom / Dimps Corporation,9.3,9.0,4.19,2.04,1.05,0.59,0.52,2009,1,9.1,9.133333333333333
2154,2154,11682,A Witch's Tale,Role-Playing,E10,DS,NIS America,Hit Maker,5.0,,0.11,0.08,,0.03,0.01,2009,1,,5.0
2155,2155,3025,MadWorld,Action,M,Wii,Sega,PlatinumGames,8.1,8.1,0.78,0.45,0.24,0.02,0.07,2009,1,8.7,8.299999999999999
2158,2158,312,The Elder Scrolls IV: Oblivion,Role-Playing,M,X360,Take-Two Interactive,Bethesda Softworks,9.2,,4.47,2.89,1.03,0.13,0.41,2009,1,8.8,9.0
2162,2162,222,Assassin's Creed II,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,5.3,3.14,1.55,0.08,0.52,2009,1,9.0,9.05
2163,2163,329,Batman: Arkham Asylum,Action,T,PS3,Eidos Interactive,Rocksteady Studios,9.0,,4.28,2.26,1.33,0.07,0.63,2009,1,9.1,9.05
2166,2166,385,EA Sports Active,Sports,E,Wii,EA Sports,EA Vancouver,8.3,,3.93,2.11,1.35,0.06,0.4,2009,1,,8.3
2167,2167,204,Forza Motorsport 3,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,9.2,9.8,5.5,2.99,1.9,0.1,0.51,2009,1,,9.5
2170,2170,3201,Red Faction: Guerrilla,Shooter,M,PS3,THQ,Volition Inc.,8.6,,0.74,0.33,0.27,0.02,0.12,2009,1,,8.6
2171,2171,243,Resident Evil 5,Action,M,PS3,Capcom,Capcom,8.6,8.8,5.1,1.96,1.42,1.08,0.64,2009,1,8.4,8.6
2172,2172,200,Assassin's Creed II,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.0,,5.57,2.54,1.95,0.21,0.86,2009,1,9.0,9.0
2174,2174,12219,JU-ON: The Grudge,Adventure,M,Wii,Xseed Games,FeelPlus,4.0,,0.1,0.07,0.01,0.01,0.01,2009,1,,4.0
2180,2180,3021,Star Ocean: The Last Hope,Role-Playing,T,X360,Square Enix,tri-Ace,7.3,,0.79,0.32,0.2,0.21,0.06,2009,1,7.9,7.6
2186,2186,3091,Dragon Ball: Raging Blast,Fighting,T,PS3,Namco Bandai,Spike,5.6,,0.77,0.37,0.19,0.11,0.1,2009,1,,5.6
2187,2187,11832,Jake Hunter Detective Story: Memories of the Past,Adventure,T,DS,Aksys Games,WorkJam,,,0.11,0.06,0.0,0.05,0.0,2009,1,4.5,4.5
2189,2189,3016,The Godfather II,Adventure,M,X360,Electronic Arts,EA Redwood Shores,6.2,,0.79,0.47,0.23,0.01,0.08,2009,1,8.2,7.199999999999998
2190,2190,78,Call of Duty: Modern Warfare 2,Shooter,M,PS3,Activision,Infinity Ward,9.5,,10.61,4.99,3.66,0.38,1.59,2009,1,9.0,9.25
2193,2193,49,Call of Duty: Modern Warfare 2,Shooter,M,X360,Activision,Infinity Ward,9.5,9.0,13.53,8.54,3.63,0.08,1.28,2009,1,9.0,9.166666666666666
2195,2195,444,Resident Evil 5,Action,M,X360,Capcom,Capcom,8.6,,3.53,2.13,0.93,0.12,0.34,2009,1,8.4,8.5
2198,2198,381,Left 4 Dead 2,Shooter,M,X360,Electronic Arts,Certain Affinity / Valve Software,9.0,,3.97,2.67,0.88,0.05,0.38,2009,1,9.0,9.0
2201,2201,151,Uncharted 2: Among Thieves,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.5,9.6,6.74,3.28,2.22,0.21,1.02,2009,1,9.2,9.433333333333332
2202,2202,440,Batman: Arkham Asylum,Action,T,X360,Eidos Interactive,Rocksteady Studios,9.1,,3.54,2.24,0.95,0.02,0.33,2009,1,9.0,9.05
2205,2205,422,FIFA Soccer 10,Sports,E,PS3,EA Sports,EA Canada,9.0,,3.63,0.6,2.46,0.05,0.52,2009,1,9.0,9.0
2207,2207,296,Mario & Sonic at the Olympic Winter Games,Sports,E,Wii,Sega,Sega,6.8,,4.54,1.87,1.97,0.22,0.48,2009,1,,6.8
2208,2208,165,Halo 3: ODST,Shooter,M,X360,Microsoft Game Studios,Bungie,8.7,,6.35,4.34,1.34,0.06,0.61,2009,1,8.4,8.55
2212,2212,2947,Pro Evolution Soccer 2010,Sports,E,X360,Konami,Konami,7.0,,0.81,0.12,0.58,0.03,0.08,2009,1,,7.0
2219,2219,11469,Tenchu: Shadow Assassins,Action,M,PSP,Ubisoft,From Software,7.5,,0.12,0.03,0.03,0.05,0.01,2009,1,7.9,7.7
2227,2227,1679,Gardening Mama,Puzzle,E,DS,Majesco,Taito Corporation,6.6,,1.36,0.79,0.42,0.01,0.13,2009,1,5.9,6.25
2229,2229,11544,Raiden IV,Shooter,E10,X360,UFO Interactive,Moss,7.0,,0.12,0.1,,0.01,0.01,2009,1,,7.0
2231,2231,1385,Pro Evolution Soccer 2010,Sports,E,PS2,Konami,Konami,7.2,,1.57,0.1,0.18,0.12,1.16,2009,1,,7.2
2237,2237,1285,Dragon Age: Origins,Role-Playing,M,PS3,Electronic Arts,BioWare Edmonton,8.7,,1.67,0.96,0.42,0.08,0.21,2009,1,8.5,8.6
2242,2242,2606,Operation Flashpoint: Dragon Rising,Shooter,M,X360,Codemasters,Codemasters,7.4,,0.93,0.36,0.45,0.02,0.1,2009,1,,7.4
2248,2248,2214,Grand Theft Auto: Chinatown Wars,Adventure,M,PSP,Rockstar Games,Rockstar Leeds,9.2,,1.08,0.28,0.5,0.03,0.27,2009,1,,9.2
2250,2250,2199,Skate 2,Sports,T,X360,Electronic Arts,EA Black Box,8.2,,1.09,0.82,0.17,0.01,0.09,2009,1,8.1,8.149999999999999
2253,2253,2268,Resident Evil: The Darkside Chronicles,Shooter,M,Wii,Capcom,"Cavia, inc.",7.2,,1.05,0.46,0.31,0.2,0.09,2009,1,,7.2
2261,2261,1731,Grand Theft Auto: Chinatown Wars,Adventure,M,DS,Rockstar Games,Rockstar Leeds/North,9.5,9.6,1.33,0.58,0.56,0.05,0.14,2009,1,9.3,9.466666666666667
2262,2262,2024,FIFA Soccer 10,Sports,E,PSP,EA Sports,EA Canada,7.9,,1.16,0.16,0.68,0.01,0.31,2009,1,,7.9
2263,2263,1999,WWE SmackDown vs. Raw 2010,Fighting,T,PS3,THQ,JAKKS Pacific,8.1,,1.17,0.48,0.48,0.01,0.19,2009,1,,8.1
2265,2265,2299,WWE SmackDown vs. Raw 2010,Fighting,T,X360,THQ,JAKKS Pacific,8.2,,1.04,0.56,0.37,0.01,0.1,2009,1,,8.2
2274,2274,10966,Phantom Brave: We Meet Again,Role-Playing,T,Wii,NIS America,Nippon Ichi Software,7.6,,0.13,0.12,,0.01,0.01,2009,1,7.8,7.699999999999998
2275,2275,1843,Assassin's Creed: Bloodlines,Action,M,PSP,Ubisoft,Griptonite Studio,6.3,,1.26,0.43,0.5,0.05,0.28,2009,1,5.4,5.85
2283,2283,2838,The House of the Dead: Overkill,Shooter,M,Wii,Sega,Headstrong Games,7.9,,0.85,0.44,0.3,0.02,0.09,2009,1,8.2,8.05
2284,2284,2828,The Legendary Starfy,Platform,E,DS,Nintendo,TOSE Software,7.1,,0.85,0.6,,0.2,0.05,2009,1,7.2,7.15
2287,2287,716,Dragon Age: Origins,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,8.5,,2.56,1.76,0.55,0.03,0.22,2009,1,8.3,8.4
2288,2288,2820,Ninja Gaiden Sigma 2,Action,M,PS3,Tecmo Koei,Team Ninja,8.5,,0.85,0.52,0.16,0.08,0.1,2009,1,8.8,8.65
2289,2289,699,Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,Rockstar North,9.0,,2.6,1.08,1.22,0.03,0.27,2009,1,,9.0
2290,2290,693,LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,2.61,0.65,1.27,0.01,0.68,2009,1,,8.8
2291,2291,692,FIFA Soccer 10,Sports,E,X360,EA Sports,EA Canada,8.9,,2.62,0.6,1.79,0.01,0.23,2009,1,9.0,8.95
2292,2292,681,Need for Speed: Shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,0.69,1.4,0.04,0.52,2009,1,8.6,8.399999999999999
2293,2293,2848,Skate 2,Sports,T,PS3,Electronic Arts,EA Black Box,8.2,,0.84,0.46,0.25,0.01,0.12,2009,1,8.1,8.149999999999999
2294,2294,673,Halo Wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,2.67,1.58,0.8,0.04,0.25,2009,1,8.4,8.333333333333334
2298,2298,2845,NBA 2K10,Sports,E,PS3,2K Sports,Visual Concepts,8.2,,0.84,0.75,0.01,0.01,0.07,2009,1,,8.2
2300,2300,11752,Mana Khemia: Student Alliance,Role-Playing,E10,PSP,Nippon Ichi Software,Gust,3.2,,0.11,0.06,0.0,0.03,0.01,2009,1,,3.2
2301,2301,11724,The King of Fighters XII,Fighting,T,X360,Ignition Entertainment,SNK Playmore Corporation,6.4,,0.11,0.09,0.0,0.01,0.01,2009,1,,6.4
2302,2302,583,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,1.83,0.7,0.15,0.26,2009,1,9.1,9.233333333333333
2305,2305,572,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.99,1.76,0.68,0.12,0.42,2009,1,8.2,8.666666666666666
2307,2307,559,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,1.4,1.07,0.08,0.46,2009,1,9.1,9.166666666666666
2308,2308,11694,Retro Game Challenge,Action,E,DS,Xseed Games,Bandai Namco Games,8.1,,0.11,,,0.11,,2009,1,8.3,8.2
2311,2311,628,Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,,2.82,0.43,0.91,0.31,1.16,2009,1,,7.8
2314,2314,2772,Red Faction: Guerrilla,Shooter,M,X360,THQ,Volition Inc.,8.4,,0.87,0.48,0.29,0.01,0.09,2009,1,,8.4
