appid	game	genre_type	sentiment	count
1158310	Crusader Kings III	RPG	positive	14399
1158310	Crusader Kings III	Simulation	negative	3611
1158310	Crusader Kings III	Simulation	neutral	3797
1158310	Crusader Kings III	Simulation	positive	14399
1158310	Crusader Kings III	Strategy	negative	3611
1158310	Crusader Kings III	Strategy	neutral	3797
1158310	Crusader Kings III	Strategy	positive	14399
1180380	Stay Out	Action	negative	1090
1180380	Stay Out	Action	neutral	359
1180380	Stay Out	Action	positive	769
1180380	Stay Out	Early Access	negative	1090
1180380	Stay Out	Early Access	neutral	359
1180380	Stay Out	Early Access	positive	769
1180380	Stay Out	Free to Play	negative	1090
1180380	Stay Out	Free to Play	neutral	359
1180380	Stay Out	Free to Play	positive	769
1180380	Stay Out	Indie	negative	1090
1180380	Stay Out	Indie	neutral	359
1180380	Stay Out	Indie	positive	769
1180380	Stay Out	Massively Multiplayer	negative	1090
1180380	Stay Out	Massively Multiplayer	neutral	359
1180380	Stay Out	Massively Multiplayer	positive	769
1180380	Stay Out	RPG	negative	1090
1180380	Stay Out	RPG	neutral	359
1180380	Stay Out	RPG	positive	769
1190460	DEATH STRANDING	Action	negative	3642
1190460	DEATH STRANDING	Action	neutral	2853
1190460	DEATH STRANDING	Action	positive	10608
1190460	DEATH STRANDING	Adventure	negative	3642
1190460	DEATH STRANDING	Adventure	neutral	2853
1190460	DEATH STRANDING	Adventure	positive	10608
1222700	A Way Out	Action	negative	859
1222700	A Way Out	Action	neutral	639
1222700	A Way Out	Action	positive	2897
1222700	A Way Out	Adventure	negative	859
1222700	A Way Out	Adventure	neutral	639
1222700	A Way Out	Adventure	positive	2897
1222700	A Way Out	Indie	negative	859
1222700	A Way Out	Indie	neutral	639
1222700	A Way Out	Indie	positive	2897
1225330	NBA 2K21	Simulation	negative	1652
1225330	NBA 2K21	Simulation	neutral	972
1225330	NBA 2K21	Simulation	positive	1586
1225330	NBA 2K21	Sports	negative	1652
1225330	NBA 2K21	Sports	neutral	972
1225330	NBA 2K21	Sports	positive	1586
1289310	Helltaker	Adventure	negative	4642
1289310	Helltaker	Adventure	neutral	8270
1289310	Helltaker	Adventure	positive	23425
1289310	Helltaker	Free to Play	negative	4642
1289310	Helltaker	Free to Play	neutral	8270
1289310	Helltaker	Free to Play	positive	23425
1289310	Helltaker	Indie	negative	4642
1289310	Helltaker	Indie	neutral	8270
1289310	Helltaker	Indie	positive	23425
